,GSM2571735,GSM2571736,GSM2571737,GSM2571738,GSM2571739,GSM2571740,GSM2571741,GSM2571742,GSM2571743,GSM2571744,GSM2571745,GSM2571746
BUD13,7.503499271,7.503713309,7.50347835,7.503469927,7.503610341,7.503595262,7.503469318,7.503508006,7.503762469,7.504039186,7.50360628,7.503465172
BUD31,9.509387842,9.40449923,9.704180614,9.668347907,9.673118522,9.842542145,9.661749422,9.381551621,9.256266636,9.381670526,9.430435233,9.430917255
BYSL,8.55519815,8.319001294,8.499851057,8.139150712,8.612149059,8.640651571,8.380930326,8.057226395,8.067534611,8.162339259,7.975287509,7.992211109
BZW1,10.75123222,10.75112459,10.75120145,10.75080563,10.75106761,10.75108005,10.75113042,10.7511598,10.7510489,10.75120857,10.75115994,10.75101257
BZW2,8.470275243,8.265061499,8.509747794,8.391402077,8.367844075,8.455881743,8.383025829,8.293062506,8.242944497,8.308262356,8.272588268,8.319166437
C1D,10.61216611,10.13568452,10.56429247,10.36707892,10.44743596,10.47069577,10.48601864,10.42667664,10.2938936,10.22794684,10.37756949,10.56687336
C1GALT1,9.04647501,8.529580389,9.01097827,8.765656473,8.853414733,8.931356879,8.721101339,8.459791196,8.404580773,8.408757065,8.357782619,8.462304915
C1GALT1C1,9.502855278,9.502666025,9.503176423,9.502879681,9.502977019,9.502829633,9.502830843,9.502968158,9.502902446,9.502869723,9.502974262,9.502967636
C1H6ORF35,8.394174659,8.393558501,8.394275215,8.394328144,8.393881215,8.394132493,8.394118206,8.393965287,8.393840067,8.393892622,8.394095582,8.394178914
C1QA,10.089171,9.253146091,9.968368809,9.867271679,9.751811132,9.902149626,9.836449922,9.029980702,8.695399705,8.783435969,8.971319481,9.15889595
C1QB,9.456586898,9.176365028,9.459871227,9.60685673,9.494249963,9.595004538,9.433906646,8.317918156,8.170391193,8.326561304,8.637637306,8.35927809
C1QBP,10.27128092,10.05433602,10.24575098,10.01109375,10.27171293,10.32859234,10.13175067,9.878520312,9.845543021,9.948066763,9.869467669,9.953935199
C1QC,9.205293755,8.413108466,9.11199592,8.935661253,8.947341873,9.249964633,8.984896671,7.65508832,7.457704606,7.631024923,7.544553185,7.829814938
C1QL1,7.553983668,7.553774018,7.554111194,7.553839103,7.554056368,7.554107428,7.554178085,7.55360538,7.553518401,7.553899065,7.55361822,7.553871032
C1QL3,9.148471878,8.693712233,9.190728833,9.544523776,9.031534687,8.917985122,9.301410589,9.300450014,8.943363027,9.013465314,8.998308129,9.171293385
C1QTNF1,7.015061879,7.016081666,7.015065759,7.015615299,7.016082096,7.015917618,7.016705657,7.015594689,7.016044476,7.015940079,7.016007292,7.015933496
C1QTNF2,6.671821574,6.662950024,6.772470525,6.762066443,6.749117676,6.74686222,6.720620868,6.740539353,6.759761454,6.811833606,6.772067187,6.795552023
C1QTNF3,6.713429237,6.712967688,6.713769608,6.713350274,6.713354256,6.713057207,6.71339863,6.713739515,6.713513922,6.713357268,6.713325187,6.713750855
C1QTNF4,9.466396393,9.821745246,9.409120204,10.28907021,9.43703663,9.353220743,10.0419004,10.43047006,10.4617322,10.49938903,10.46237947,10.3347359
C1QTNF5,7.973751976,7.973875288,7.973724698,7.974083484,7.973647947,7.973688008,7.973889503,7.974165749,7.974192891,7.974179816,7.974277393,7.97416666
C1QTNF6,6.996736096,6.996782035,6.996604072,6.996727443,6.996813581,6.996896811,6.996839621,6.996749364,6.996674126,6.99659856,6.996867888,6.996984926
C1QTNF7,6.141000767,6.139737912,6.140385807,6.140128326,6.140919066,6.140260416,6.140618335,6.141105563,6.140226045,6.140659402,6.140218236,6.140125214
C1R,7.68237526,7.764782656,8.176207427,7.908990878,7.926984231,8.248343535,7.959765642,7.237688311,7.406590571,7.450369672,7.551549451,7.508881671
C1S,8.258433385,8.279162038,8.478599978,8.145652381,8.448167057,8.572306795,8.391930266,7.381921128,7.428787259,7.44855588,7.628178751,7.503543238
C2,7.521357034,7.445230381,7.808325051,7.532579764,7.621861393,7.721070621,7.463542468,7.355779035,7.355630441,7.355668896,7.355803716,7.356068797
C2CD2,7.102547949,7.102428773,7.102202507,7.102170088,7.102506866,7.102311383,7.102595433,7.102620776,7.102365179,7.102283673,7.102387066,7.102463244
C2CD2L,9.179409839,9.761392658,9.015216379,9.362858087,9.058301497,8.969510825,9.313525768,9.539764425,9.911586059,9.931632592,9.839897105,9.537740765
C2CD4A,7.035861465,6.687677441,6.929253849,6.554848738,7.012430163,7.106946887,6.762028316,6.598106039,6.607495726,6.685783039,6.63591813,6.716001035
C2CD4B,6.715319208,6.715064585,6.714908258,6.71471398,6.71503721,6.715547861,6.714841624,6.714751374,6.71484744,6.714113851,6.714950108,6.714762041
C2CD5,8.639897647,9.067295345,8.727643585,8.813063563,8.687940134,8.641264851,8.719167807,9.039294936,9.287879404,9.263621468,9.243582079,8.98312393
C3,7.62974817,7.170762773,7.756149118,7.446137832,7.570933461,7.743891349,7.659180227,6.988277462,7.064310769,6.638923972,7.067570034,7.100581307
C3AR1,6.547657818,6.547486204,6.547741422,6.54750168,6.547349163,6.547872472,6.547085893,6.546389014,6.546549113,6.546387228,6.546636995,6.547148382
C4A,7.449471925,7.515995711,7.68900144,7.573603077,7.667599148,7.606967547,7.428321022,7.178959056,7.332688523,7.334155802,7.29849501,7.286364174
C4BPA,6.404582115,6.40388117,6.404431291,6.404404591,6.404373743,6.40428109,6.404411438,6.404141466,6.403630967,6.403962387,6.403666123,6.403802509
C4BPB,6.769708658,6.769626713,6.769623825,6.769719651,6.769639256,6.769642447,6.769722565,6.769761356,6.769893777,6.769641848,6.769677207,6.769834667
C5AR1,7.934789856,7.471983497,7.977644206,7.589256427,7.929781749,8.326279746,7.608707885,6.831752408,6.824855814,6.75948595,6.670738682,6.941369668
C6,6.537780286,6.537315467,6.537660671,6.537369761,6.537861089,6.53788627,6.537610143,6.537215313,6.537097387,6.537159269,6.537113378,6.537297217
C7,7.627594433,7.41823522,7.528587002,7.391626278,7.731260028,7.318143904,7.70099422,6.739562589,6.910647172,6.800812916,7.043714791,7.042147165
C8A,6.018017429,6.017677315,6.018157481,6.018080319,6.017983876,6.017985284,6.017807449,6.017783815,6.017935362,6.018109839,6.017856124,6.017736947
C8B,6.57742344,6.577414028,6.577269697,6.577367507,6.577322925,6.577356609,6.577328869,6.577352852,6.577334547,6.577289317,6.577335775,6.577507246
C8G,6.823986338,6.823837127,6.823950013,6.824290821,6.823982993,6.824069929,6.82433188,6.824076188,6.824409804,6.824493743,6.824252475,6.82454597
C9,6.614567867,6.614080826,6.613589449,6.613422383,6.613342965,6.613755422,6.614156386,6.614304052,6.614244803,6.613406162,6.61425941,6.614444073
CA1,6.328096684,6.327964864,6.327752245,6.327977075,6.327910486,6.328033886,6.327977188,6.328088963,6.327991902,6.327686323,6.327950393,6.328177114
CA10,9.194386256,9.339359306,8.695289801,8.837080151,8.856408683,8.599089166,9.238695101,9.217295723,9.369842497,9.336438221,9.181617206,9.177982726
CAAP1,8.938106028,8.937762975,8.938102435,8.937752559,8.937904276,8.937811658,8.93779767,8.93791339,8.937799855,8.937843185,8.937830986,8.937806632
CAB39,10.05905757,10.05947775,10.05932142,10.05917254,10.05948248,10.05931304,10.05914214,10.05928927,10.05927425,10.05927692,10.05928615,10.05932712
CAB39L,7.89466768,7.886444656,7.895523161,7.89493336,7.896439255,7.894972302,7.893275294,7.892161417,7.890209565,7.888594883,7.888650064,7.893847472
CABIN1,8.209449141,8.43804985,8.331638946,8.342901065,8.338918844,8.195341064,8.358941643,8.608613084,8.759345483,8.687645583,8.483803784,8.559607076
CABLES1,7.905834889,8.237332355,8.142272967,8.51595894,8.044341159,8.036284619,8.419005867,8.558270728,8.425444688,8.476993268,8.659807296,8.577951057
CABLES2,9.122039443,8.963769306,9.068137303,8.618865735,9.31181257,9.157634416,8.720215343,8.566424799,8.798870964,8.815419057,8.682462699,8.672316555
CABP1,7.783049582,8.083010408,7.564408815,8.152478696,7.583803762,7.591774682,8.094881392,8.299806102,8.146811473,8.287314959,8.344923449,8.209135023
CABP4,6.152739906,6.151836992,6.152232839,6.152245931,6.152710531,6.151915196,6.152377584,6.152258101,6.152319258,6.152194868,6.152145623,6.15230249
CABS1,6.050176236,6.050290789,6.05008829,6.050264429,6.050186348,6.050253417,6.050416958,6.050294492,6.050292755,6.050237568,6.050172567,6.050258054
CABYR,6.963760761,7.230134945,6.916540186,7.540434807,7.160370533,6.947870194,7.216792191,7.602089324,7.739355734,7.560894666,7.654311726,7.494928303
CACHD1,7.375848299,7.376028625,7.376039149,7.376087394,7.376038328,7.375880889,7.376007551,7.376052269,7.376116537,7.376242093,7.37608676,7.376165316
CACNA1A,6.888768759,7.433689185,6.898710259,7.180228206,6.888925067,6.888713968,6.988985989,7.337791758,7.610926592,7.630716447,7.380995965,7.192834287
CACNA1B,8.273263301,9.01168422,8.467977659,8.796728478,8.509356925,8.138035192,8.587085911,9.030881049,9.208170165,9.170739714,9.019449064,8.845706387
CACNA1C,7.281258164,7.715058083,7.385802671,7.381681393,7.302679062,7.204373417,7.516088135,7.785555861,7.741278964,7.784930778,7.649378008,7.671456378
CACNA1D,7.315238981,7.803582652,7.142256878,7.06592867,7.176497391,7.119481671,7.331117637,7.265129085,7.674167302,7.58525689,7.606868765,7.173984332
CACNA1E,6.517858074,6.518206833,6.518189304,6.518061549,6.517906443,6.51806738,6.517993323,6.518005376,6.51755068,6.517673904,6.517859307,6.517798343
CACNA1F,6.736240426,6.735855617,6.735675693,6.735854817,6.735869725,6.736017646,6.736094335,6.736061826,6.735552513,6.735885359,6.735733134,6.736244686
CACNA1G,7.205000553,7.205341185,7.20482354,7.204849936,7.204738826,7.205005979,7.205214951,7.205028618,7.204785769,7.205001408,7.205072451,7.205168665
CACNA1H,7.258879687,7.655552975,7.349355909,7.532044916,7.361326248,7.27152516,7.397208849,7.914553469,8.066272629,7.940843771,7.936496263,7.860226882
CACNA1I,6.91937715,6.919166664,6.9192641,6.919320141,6.919403973,6.9194133,6.919331023,6.919407832,6.919298234,6.919159026,6.919256213,6.919294891
CACNA1S,6.298051799,6.297845593,6.298139177,6.298098222,6.297905406,6.297867523,6.29786141,6.297996637,6.298070531,6.297998103,6.298137609,6.29811861
CACNA2D1,9.910441726,10.08385073,9.872175485,10.26439983,9.90996792,9.740833767,10.00338916,10.33929916,10.36476167,10.35131289,10.20099968,10.1552044
CACNA2D3,9.764198936,9.974861492,10.00297385,9.75169151,10.00331483,9.595862712,9.62678487,10.20955946,10.19862058,10.27094871,10.19802839,10.04805429
CACNB1,8.037669576,8.037624166,8.037277431,8.037195186,8.037707138,8.037431723,8.037394879,8.037679961,8.037630706,8.037654165,8.037578138,8.037607033
CACNB2,8.113006683,8.493712853,8.392880723,8.555902693,8.281833896,8.038880394,8.262772345,8.759881617,8.805531932,8.819423794,8.782619108,8.756944274
CACNB3,7.450308233,7.713305026,7.426980838,7.966428019,7.386478305,7.417708413,7.905394042,8.100546799,8.204036351,8.176051403,8.136176134,8.085000877
CACNB4,7.301718909,7.301528797,7.301674606,7.301739557,7.301499347,7.301511036,7.301592538,7.301645321,7.301371091,7.301465982,7.30142763,7.301525325
CACNG1,6.458721152,6.458748444,6.458622982,6.458690031,6.458928723,6.458426484,6.4588396,6.459538263,6.459566942,6.45946754,6.45898138,6.460019164
CACNG2,8.209978031,8.397932383,8.0587499,8.190747049,8.083237033,8.049935166,8.191564394,8.340790909,8.35690291,8.427548084,8.365847695,8.247187665
CACNG3,7.774461528,8.340312194,7.682513649,8.485869304,7.588216418,7.611010611,8.358550135,8.773682551,8.701834223,8.736444943,8.779169771,8.723344122
CACNG4,7.815599627,7.128829173,7.738486222,6.674599921,7.554832299,7.438789912,7.303038537,7.00946748,6.962394874,7.093956689,6.935514705,6.885024876
CACNG5,6.61208683,6.611977279,6.61224814,6.61193936,6.612001749,6.612307479,6.612318042,6.612555326,6.611850169,6.611819326,6.612170581,6.612394227
CACNG6,6.766768261,6.766414905,6.766285246,6.766520125,6.766732937,6.76664795,6.766733479,6.766623629,6.766561444,6.766184811,6.767109826,6.766547076
CACNG7,7.070946906,7.070810111,7.071065912,7.071287249,7.071025213,7.071050801,7.071098062,7.071029186,7.070802717,7.07068594,7.071079899,7.071105399
CACNG8,6.845192787,6.845016073,6.845252216,6.845162209,6.844930936,6.845144639,6.845262822,6.845065346,6.844983964,6.844990313,6.845291395,6.845037841
CACTIN,7.829675848,7.82964612,7.829594249,7.829417623,7.829424183,7.829556788,7.829507527,7.829523834,7.829405118,7.829450835,7.829465213,7.829494457
CACUL1,9.369075083,9.163540806,9.307537264,9.185124466,9.349760348,9.339491367,9.204000071,9.155587801,9.079373949,9.159764086,9.01367163,9.191264835
CACYBP,11.23088059,11.0213575,11.30685158,10.68371923,11.03863753,10.95578059,10.81343306,11.07129468,10.65432937,10.43002935,10.75137765,10.67722592
CAD,7.275842088,7.424874692,7.362313042,7.096041915,7.390309819,7.45702052,7.253200842,6.964961862,7.16167341,7.078181533,7.00740195,6.90310473
CADM1,9.677958114,9.854890758,9.72915778,9.958891249,9.917962047,9.673256809,9.928306641,10.00228504,10.14309527,10.2093714,10.03539665,9.92913397
CADM3,8.572526061,8.789662774,8.517515176,8.849193212,8.577698824,8.472953332,8.910981957,9.040896554,8.96277205,8.992203918,8.954679461,8.998128471
CADM4,7.818251897,7.701607044,7.849566901,8.150269166,7.676179432,7.917359733,8.083131702,8.104534045,7.48616871,7.712091995,7.872404331,8.058845608
CADPS,10.51724636,10.86727587,10.5698325,10.65180703,10.57599143,10.38087522,10.49421467,10.95329026,11.00970236,10.99966573,11.0118025,10.84448272
CADPS2,8.905024343,9.663924441,9.042531456,9.735171203,8.913386676,8.719168377,9.280006783,10.07547629,10.12042918,10.12612483,10.02490543,9.878638096
CAGE1,6.606731482,6.606294994,6.606856931,6.60673537,6.606762932,6.606606538,6.606705357,6.606921172,6.606832754,6.606696289,6.606671826,6.607133093
CALB1,10.17019101,10.46186664,10.49161754,10.56925014,10.25522478,10.19280456,10.18720512,10.73378234,10.72211849,10.60131015,10.53531084,10.69254717
CALB2,8.70972947,9.134776594,8.87779606,8.928817813,8.974826309,8.841514532,9.03382862,9.04996481,9.172190237,9.140146773,9.072251575,9.172021885
CALCA,8.244179589,7.954910223,8.25555306,6.863850041,8.054477591,7.986737237,7.462814155,7.15156301,6.932773692,6.831503935,6.986943686,6.925895564
CALCB,7.438720114,7.315232808,6.990569834,6.643218243,7.709781232,7.225580181,6.71661991,6.562489779,6.585289813,6.576238948,6.588341905,6.404325073
CALCOCO1,7.813034822,7.914435742,8.038001312,8.204063103,8.060406014,7.930889527,8.138363977,8.347052087,8.290472831,8.397206979,8.364466113,8.308872919
CALCR,6.82066766,6.980308901,6.659831918,7.509405083,7.408390736,7.054669234,7.499578693,7.437733834,7.298965399,7.576517506,7.388725547,7.457150624
CALCRL,7.081695508,7.081364431,7.081756907,7.081576463,7.081783007,7.081650361,7.081463398,7.0815394,7.081341163,7.081414405,7.081456782,7.08146653
CALD1,8.232149115,8.354182961,8.705505027,8.286874908,8.650428361,8.820416445,8.087067415,7.890054753,8.255806123,8.209353304,8.1409701,8.276924538
CALHM2,7.159841674,7.306230374,7.336011167,7.658834177,7.290508986,7.350583865,7.244340546,7.700470961,7.843273388,7.843847847,7.750951064,7.743823335
CALM1,13.18685719,13.18675198,13.18677127,13.18692983,13.18678191,13.18669726,13.18693773,13.186912,13.18681271,13.18685145,13.1868735,13.18686644
CALM2,12.89519154,13.06008304,12.88843663,12.9720354,12.90560079,12.82702621,12.98916841,13.19984705,13.18569365,13.16740381,13.23945402,13.1170695
CALML3,6.261464136,6.261512147,6.261302765,6.261368219,6.261471166,6.261903447,6.261551889,6.261939423,6.261988209,6.261372359,6.261447808,6.261876217
CALML4,7.252432118,6.727118716,7.370048647,7.497863591,7.274544271,7.141189867,7.257642593,7.036885883,7.010920434,7.019127106,6.816335557,7.475617915
CALML5,7.111832742,7.111808167,7.111600586,7.112355992,7.112424464,7.112212987,7.112555011,7.112393904,7.112399546,7.111915093,7.111770977,7.11234853
CALR,10.16440632,10.03147936,10.04648346,9.820676126,10.15734507,10.15805335,10.05741312,9.840969736,9.746480059,9.764484636,9.856059069,9.691462941
CALR3,6.55681728,6.556783782,6.556895584,6.556894227,6.556963747,6.55679979,6.556983243,6.556922226,6.557108866,6.556972085,6.556986158,6.556686959
CALR4,6.465230799,6.465011723,6.465065656,6.465285049,6.465098423,6.465222822,6.465195448,6.465312821,6.465150692,6.465348079,6.465233229,6.465364407
CALU,9.505630263,9.406856844,9.476830035,9.102176955,9.500034342,9.557254014,9.226334246,8.85379446,8.949160991,8.923181258,8.927778984,8.875725396
CALY,9.889028755,10.10951012,9.977346965,10.35499319,9.957054395,9.817799514,10.27364314,10.48878152,10.48513379,10.51688611,10.48325563,10.48203669
CAMK1,8.740219312,8.683727852,8.905348324,8.878703136,8.967292242,8.77552238,8.723167744,8.967818807,9.011172851,9.075709553,8.93090179,9.082750319
CAMK1G,8.348227306,8.750633525,7.728756428,7.873508516,7.755669746,7.685546635,7.935739,8.578901187,8.331770357,8.416533503,8.388064627,8.441109114
CAMK2A,10.96759178,10.912348,10.70301334,11.74929938,10.76823732,10.6829472,11.36990328,11.69202793,11.50144009,11.28499836,11.28479903,11.47836357
CAMK2B,10.8214822,11.06453854,10.83224996,10.9004938,10.74537932,10.65206626,10.87543548,11.20525512,11.29527801,11.28588598,11.20478918,11.13270287
CAMK2D,10.79624438,10.82788859,10.98828462,10.636487,11.00221972,10.8502009,10.80092869,10.88423826,10.91322159,10.82612029,10.77108402,10.87756014
CAMK2G,8.687106283,9.058781901,8.718532104,9.442219822,8.753301705,8.760430128,9.297489336,9.396000858,9.372042911,9.488418369,9.422721305,9.36304038
CAMK2N1,11.17249985,10.57439277,10.87135649,11.63336379,10.98990235,11.05640181,11.57911032,11.17189398,10.76062065,10.96003224,11.06618214,11.16533048
CAMK2N2,6.980443312,6.980270224,6.980080904,6.980741176,6.980389624,6.980338003,6.980550432,6.980557381,6.980520816,6.980555742,6.980461407,6.980687863
CAMK4,7.970051065,7.93610501,7.650226203,8.219654872,7.546315879,7.35421327,7.822668463,8.51682039,8.294050993,8.402501717,8.178875147,8.20624808
CAMKK1,9.580490589,9.7293721,9.42916114,9.650164723,9.474128296,9.475877527,9.851753331,9.735248074,9.657443183,9.681367112,9.668492698,9.666771961
CAMKK2,7.089607526,7.205806512,7.11588136,7.915732894,7.034041223,7.060089108,7.198144295,8.232346108,7.429952502,7.440890523,8.467603702,8.101619847
CAMKMT,7.569603789,7.643851401,7.644498693,7.599505138,7.627576401,7.578375826,7.652281354,7.764603551,7.74851326,7.803354609,7.762714045,7.622888076
CAMKV,9.235839713,9.579501431,9.091454893,9.80674446,9.119522631,8.904719581,9.677588191,9.966614852,10.09919163,10.13119651,9.981325758,9.893858003
CAMLG,8.597704022,8.597374384,8.597816668,8.597819062,8.5981214,8.598038066,8.597914581,8.597822409,8.597950223,8.597886431,8.598002691,8.59792313
CAMP,6.529885005,6.530069882,6.529976684,6.529863214,6.529919214,6.529878477,6.529920905,6.529899401,6.529785433,6.529627732,6.529725152,6.529949225
CAMSAP1,9.149952537,9.150033215,9.149914218,9.149919062,9.149842446,9.14968291,9.149924445,9.150180948,9.150303882,9.150371115,9.149938526,9.149790993
CAMSAP2,9.741354191,9.741817029,9.741141444,9.74076342,9.741149463,9.740486111,9.741129707,9.74175382,9.742164482,9.742039605,9.741598498,9.741366376
CAMSAP3,7.528245532,7.708591686,7.534753682,7.706436061,7.582202276,7.525861518,7.635548351,7.848463544,7.797616678,7.869450454,7.832694263,7.739879897
CAMTA1,10.68724868,10.95786227,10.68735463,10.68703185,10.6870255,10.6869713,10.68728035,10.75808014,10.96425849,10.96355764,10.73301903,10.68683709
CAMTA2,8.917604857,9.18689395,8.925430819,9.404797641,8.963916291,8.86324836,9.208088452,9.435340661,9.475535709,9.56484608,9.387969022,9.342181987
CAND1,10.31822151,10.20046807,10.24707014,9.993009152,10.26904569,10.27633548,10.10442096,10.07440117,9.945224688,9.979786199,10.04682078,9.954203092
CAND2,7.34600018,7.346220972,7.346149489,7.346362432,7.346451189,7.346057518,7.346161757,7.346330354,7.346578626,7.346501076,7.346564914,7.346563116
CANT1,7.846937946,7.846990192,7.847109673,7.84709775,7.84711184,7.846975782,7.847047614,7.847153076,7.847317593,7.847202471,7.847062703,7.847153352
CANX,11.4397193,11.43993989,11.43966588,11.43973906,11.43990694,11.43966446,11.43974906,11.43988678,11.43992773,11.43994432,11.43984058,11.43987501
